"subj_code","condition","desktop_conf","attent_conf","confirmations_correct","intro_check","intro_check_correct","structure","first_object","learn_check_left","learn_check_left_correct","learn_check_right","learn_check_right_correct","learn_check_structure","learn_check_structure_correct","left_caused_rating","right_caused_rating","left_maintained_rating","right_maintained_rating","timing_check","timing_check_correct","recorded_at","age","gender","tech_issues","learn_check_correct"
"1cH7CZ5D0PPq",6,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","incorrect","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",10,10,0,0,"The right male swam to the female first.","correct","2024-12-13 13:15:56",56,"2: female",NA,"incorrect"
"2yS3KrwVQsTy",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 13:15:56",26,"1: male",NA,"correct"
"ipEhrZyhDqbq",5,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",10,10,0,10,"The left male swam to the female first.","correct","2024-12-13 13:15:56",71,"2: female","none","correct"
"xljY1h0YsnuJ",4,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",0,10,10,2,"The right male swam to the female first.","correct","2024-12-13 13:15:57",30,"2: female","None","correct"
"KtMZbGBoU0uC",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","incorrect","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,10,8,10,"The left male swam to the female first.","correct","2024-12-13 13:15:58",28,"1: male",NA,"incorrect"
"y96Fmwu2mLsH",5,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",10,0,5,10,"The left male swam to the female first.","correct","2024-12-13 13:15:59",37,"2: female","None","correct"
"kVBJrALiNdVH",5,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 13:16:43",58,"2: female",NA,"correct"
"Ms7thXnldLfl",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 13:17:01",31,"2: female","none","correct"
"r57Hh95yMljK",6,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",0,10,10,0,"The right male swam to the female first.","correct","2024-12-13 13:17:05",37,"1: male",NA,"correct"
"lKg8egIMj7pA",2,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",0,10,1,10,"The right male swam to the female first.","correct","2024-12-13 13:17:18",37,"2: female","None it all worked well","correct"
"KC2OhiCIEna9",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","incorrect","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","incorrect",10,0,1,10,"The left male swam to the female first.","correct","2024-12-13 13:18:07",24,"1: male","no such errors","incorrect"
"EnlaoUy0l19U",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",7,2,1,7,"The left male swam to the female first.","correct","2024-12-13 13:18:34",37,"2: female",NA,"correct"
"A5TrcAyjYoyi",6,"1: I confirm","1: I will take it seriously","correct","1: A little squid swam from the left to the right.","incorrect","reversible","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",2,10,10,2,"The right male swam to the female first.","correct","2024-12-13 13:20:17",39,"2: female",NA,"correct"
"xZWizVq7mXcg",5,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",9,2,5,9,"The left male swam to the female first.","correct","2024-12-13 13:21:42",44,"2: female","everything ran smooth, it was very easy and enjoyable","correct"
"iJAV1MrExzr9",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 13:27:05",34,"1: male",NA,"correct"
"RMi1AyiOr01j",4,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",0,10,10,0,"The right male swam to the female first.","correct","2024-12-13 13:28:59",25,"1: male",NA,"correct"
"0xf0ze4ASoj5",6,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",0,10,10,0,"The right male swam to the female first.","correct","2024-12-13 14:56:42",41,"1: male",NA,"correct"
"OrXggkd61mSk",2,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",0,10,0,10,"The right male swam to the female first.","correct","2024-12-13 14:56:42",43,"1: male",NA,"correct"
"NaZekGXOznAi",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",10,0,0,0,"The left male swam to the female first.","correct","2024-12-13 14:56:45",49,"1: male","No errors","correct"
"zkUNMcEMQqqt",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 14:56:46",24,"1: male","No issues","correct"
"aedscDy1UUBQ",4,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",8,8,2,3,"The right male swam to the female first.","correct","2024-12-13 14:56:47",37,"2: female",NA,"correct"
"gmq4vWXOi93M",5,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 14:56:49",25,"1: male","none, everything worked fine","correct"
"CmaVFrgfTwMp",6,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",3,10,10,0,"The right male swam to the female first.","correct","2024-12-13 14:56:51",45,"2: female",NA,"correct"
"OYjYsC9D35aY",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,0,3,9,"The left male swam to the female first.","correct","2024-12-13 14:56:52",26,"1: male","None, was a fun study!","correct"
"d54kDq7f9t5r",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",8,2,2,9,"The left male swam to the female first.","correct","2024-12-13 14:56:55",63,"1: male","all good no errors","correct"
"8kM5Gq31G0Ca",5,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",9,1,1,9,"The left male swam to the female first.","correct","2024-12-13 14:56:59",34,"2: female",NA,"correct"
"nj1Fnbwz1e3v",2,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",0,10,10,10,"The right male swam to the female first.","correct","2024-12-13 14:56:59",45,"1: male",NA,"correct"
"2MOfFAhT53Yu",4,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",0,10,10,0,"The right male swam to the female first.","correct","2024-12-13 14:57:00",41,"1: male",NA,"correct"
"3Ce1UH5A5HLv",3,"1: I confirm","1: I will take it seriously","correct","1: A little squid swam from the left to the right.","incorrect","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 14:57:01",25,"1: male",NA,"correct"
"nDh3lWwwCn8G",2,"1: I confirm","1: I will take it seriously","correct","1: A little squid swam from the left to the right.","incorrect","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",0,10,2,0,"The right male swam to the female first.","correct","2024-12-13 14:57:02",36,"1: male",NA,"correct"
"0dpYWG8R9Cz7",6,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",7,8,9,1,"The right male swam to the female first.","correct","2024-12-13 14:57:03",38,"2: female",NA,"correct"
"Tak6oEkcKprr",5,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",10,1,2,10,"The left male swam to the female first.","correct","2024-12-13 14:57:04",29,"1: male",NA,"correct"
"0i2HRJXntfyM",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",10,1,0,1,"The left male swam to the female first.","correct","2024-12-13 14:57:05",40,"3: non-binary",NA,"correct"
"UYpjQPEWl7vG",2,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",5,10,5,4,"The right male swam to the female first.","correct","2024-12-13 14:57:06",36,"2: female","n/a","correct"
"cv4MgNyk3KM8",4,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",0,10,10,1,"The right male swam to the female first.","correct","2024-12-13 14:57:07",30,"1: male",NA,"correct"
"pNJoLX7tkwBT",5,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",10,10,2,2,"The left male swam to the female first.","correct","2024-12-13 14:57:08",53,"1: male",NA,"correct"
"G3cQMqYqJIPX",6,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",0,10,10,0,"The right male swam to the female first.","correct","2024-12-13 14:57:19",31,"1: male",NA,"correct"
"yE2P8ZAFBfog",3,"1: I confirm","1: I will take it seriously","correct","1: A little squid swam from the left to the right.","incorrect","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 14:57:20",28,"1: male","there were no errors.","correct"
"c4nHnvRFNrxm",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",10,0,2,8,"The left male swam to the female first.","correct","2024-12-13 14:57:22",20,"2: female",NA,"correct"
"GrXCVhTNjp0i",4,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",0,10,10,0,"The right male swam to the female first.","correct","2024-12-13 14:57:30",51,"1: male","none","correct"
"CM168A29zC9P",5,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 14:57:32",54,"2: female","no errors","correct"
"f4oMxF80gwWC",6,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",4,9,8,1,"The right male swam to the female first.","correct","2024-12-13 14:57:40",43,"2: female",NA,"correct"
"p9CDBl5frKPL",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 14:57:48",42,"2: female","none","correct"
"AgNxhh1WF4OF",2,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",0,10,0,0,"The right male swam to the female first.","correct","2024-12-13 14:57:59",49,"1: male",NA,"correct"
"bt57WVkQzlLT",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,0,2,10,"The left male swam to the female first.","correct","2024-12-13 14:58:29",33,"1: male",NA,"correct"
"5yNqnb835MIr",2,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",1,10,2,10,"The right male swam to the female first.","correct","2024-12-13 14:58:35",53,"1: male",NA,"correct"
"lZk1GbguhxxL",2,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","right","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",0,10,0,10,"The right male swam to the female first.","correct","2024-12-13 15:13:42",37,"1: male",NA,"correct"
"UdVTtIoSzoiP",1,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","stable","left","3: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","correct","3: For a female to turn purple, a male must come close to her. Once this has happened, she remains purple permanently, even if a male squid swims away from her again.","correct",1,10,0,10,"The left male swam to the female first.","correct","2024-12-13 15:13:43",38,"1: male","did not see any errors","correct"
"7OuFvB1y2z9j",6,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","right","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",5,10,10,5,"The right male swam to the female first.","correct","2024-12-13 15:13:45",46,"2: female","I did not notice any errors","correct"
"hRUhHamqCfOT",5,"1: I confirm","1: I will take it seriously","correct","1: A little squid swam from the left to the right.","incorrect","reversible","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",10,0,0,10,"The left male swam to the female first.","correct","2024-12-13 15:13:58",62,"2: female",NA,"correct"
"P2TjB8KSnbOV",3,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","correct","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.","correct",10,2,0,10,"The left male swam to the female first.","correct","2024-12-13 15:14:10",38,"2: female",NA,"correct"
"ppu17ugkYpaq",5,"1: I confirm","1: I will take it seriously","correct","2: A little squid swam from the right to the left.","correct","reversible","left","2: When the left male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: When the right male approached the female she turned purple, but as soon as he swam way from her again, she turned back to her natural brown.","correct","2: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her. As soon as a male swims away again, she immediately turns back to her natural brown.","correct",10,7,0,10,"The left male swam to the female first.","correct","2024-12-13 15:14:13",59,"2: female",NA,"correct"
