"subj_code","condition","desktop_conf","attent_conf","intro_check","structure","first_object","learn_check_left","learn_check_right","learn_check_structure","left_caused_rating","right_caused_rating","left_maintained_rating","right_maintained_rating","timing_check","recorded_at","age","gender","tech_issues","confirmations_correct","intro_check_correct","learning_check_left_correct","learning_check_right_correct","learning_check_correct","learn_check_structure_correct","timing_check_correct"
"kCaT6RkoUxW6",1,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","stable","left","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: For a female to turn purple, a male must come close to her. 
                 Once this has happened, she remains purple permanently, even if a male squid swims away from her again.",5,5,5,5,"The left male swam to the female first.","2024-12-12 20:55:32",63,"2: female","1. one can not determine from this  brief video that the female will stay purple permanently 
2. the summary questions, since either left or right male will cause the female to turn purple, if you want us to pick left or right, then it is more correct to say' the left turn the female purple before the right' since right/left have the same behavior - all of my answers were in the middle but will you share what you 'intended'?","correct","correct","correct","correct","correct","correct","correct"
"AouXjapVdyUo",1,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","stable","left","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: For a female to turn purple, a male must come close to her. 
                 Once this has happened, she remains purple permanently, even if a male squid swims away from her again.",10,0,10,0,"The left male swam to the female first.","2024-12-12 20:56:19",60,"1: male","No problems at all.","correct","correct","correct","correct","correct","correct","correct"
"qcnTLDCmqoAF",1,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","stable","left","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: For a female to turn purple, a male must come close to her. 
                 Once this has happened, she remains purple permanently, even if a male squid swims away from her again.",10,0,0,0,"The left male swam to the female first.","2024-12-12 20:56:30",22,"2: female",NA,"correct","correct","correct","correct","correct","correct","correct"
"vzjVWQQMCxlY",2,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","stable","right","2: When the left male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: When the right male approached the female she turned purple and when he swam away from her again, she stayed purple.","2: For a female to turn purple, a male must come close to her. 
                 Once this has happened, she remains purple permanently, even if a male squid swims away from her again.",1,10,10,4,"The right male swam to the female first.","2024-12-12 21:02:19",22,"2: female",NA,"correct","correct","correct","correct","correct","correct","correct"
"FD4dXAGKEIAJ",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her.
                 As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.",0,10,10,0,"The right male swam to the female first.","2024-12-12 21:18:13",30,"1: male",NA,"correct","correct","correct","correct","correct","correct","correct"
"FN8uHXWwXpHL",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her.
                 As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.",0,10,10,0,"The right male swam to the female first.","2024-12-12 21:18:32",22,"3: non-binary","none good work","correct","correct","correct","correct","correct","correct","correct"
"GbIXb6gkhYXY",3,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","unstable","left","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her.
                 As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.",10,0,0,10,"The left male swam to the female first.","2024-12-12 21:18:39",19,"2: female",NA,"correct","correct","correct","correct","correct","correct","correct"
"fgskKouueVgO",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her.
                 As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.",0,10,9,0,"The right male swam to the female first.","2024-12-12 21:19:03",42,"2: female","no errors or issues","correct","correct","correct","correct","correct","correct","correct"
"z3sK5Dy9HqJr",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her.
                 As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.",0,10,10,0,"The right male swam to the female first.","2024-12-12 21:20:16",45,"1: male",NA,"correct","correct","correct","correct","correct","correct","correct"
"QxRwHBQvnTZQ",4,"1: I confirm","1: I will take it seriously","2: A little squid swam from the right to the left.","unstable","right","1: When the left male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","1: When the right male approached the female she turned purple, but as soon as he swam away from her again, her colors faded and she became pale and grey.","1: For a female to turn purple, a male must come close to her. She stays purple only for as long as a male squid is close to her.
                 As soon as a male swims away again, her colors immediately fade and she becomes pale and grey.",0,10,10,0,"The right male swam to the female first.","2024-12-12 21:43:45",30,"1: male","no error","correct","correct","correct","correct","correct","correct","correct"
